M9_Push_Mouse_Buttons	INV	Release_Abort_Time_Button/is_mouse_pressed/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
M9_Push_Mouse_Buttons	INV	Release_Trigger_Deblock_Time/is_mouse_pressed/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
M9_Push_Mouse_Buttons	INV	changeZoom/is_mouse_pressed/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
M9_Push_Mouse_Buttons	INV	selectAirplane/is_mouse_pressed/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
M9_Push_Mouse_Buttons	INV	resume_dragging_airplane/is_mouse_pressed/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
M9_Push_Mouse_Buttons	INV	stop_dragging_airplane/is_mouse_pressed/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
M9_Push_Mouse_Buttons	INV	start_dragging_zoom_slider/is_mouse_pressed/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	INITIALISATION/is_mouse_pressed/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	INITIALISATION/inv3,1/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	INITIALISATION/inv0,1/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	INITIALISATION/inv5,1/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	INITIALISATION/current_mouse_selection/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	INITIALISATION/ABS_blocked/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	INITIALISATION/block_slot_position/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Move_Mouse_Hold/current_mouse_selection/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Move_Mouse_Hold/block_slot_position/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Move_Mouse_Zoom_Zooming_1/current_mouse_selection/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Move_Mouse_Zoom_Zooming_1/block_slot_position/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Move_Mouse_Zoom_Not_Zooming/current_mouse_selection/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Move_Mouse_Zoom_Not_Zooming/block_slot_position/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Move_Mouse_Block/current_mouse_selection/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Move_Mouse_Block/block_slot_position/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Move_Mouse_Airplane/current_mouse_selection/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Move_Mouse_Airplane/block_slot_position/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Move_Mouse_Nothing/current_mouse_selection/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Move_Mouse_Nothing/block_slot_position/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	AMAN_Update_mouse_to_nothing/inv3,1/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	AMAN_Update_mouse_to_nothing/inv0,1/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	AMAN_Update_mouse_to_nothing/inv5,1/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	AMAN_Update_mouse_to_nothing/current_mouse_selection/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	AMAN_Update_mouse_to_airplane/inv3,1/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	AMAN_Update_mouse_to_airplane/inv0,1/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	AMAN_Update_mouse_to_airplane/inv5,1/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	AMAN_Update_mouse_to_airplane/current_mouse_selection/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	AMAN_Update_mouse_stays/inv3,1/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	AMAN_Update_mouse_stays/inv0,1/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	AMAN_Update_mouse_stays/inv5,1/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	AMAN_Timeout/inv5,1/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Move_Aircraft/is_mouse_pressed/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Click_Hold_Button/is_mouse_pressed/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Release_Trigger_Hold_Button/is_mouse_pressed/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Release_Abort_Hold_Button/is_mouse_pressed/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Click_Block_Time/is_mouse_pressed/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Click_Block_Time/ABS_blocked/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Release_Trigger_Block_Time/is_mouse_pressed/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Release_Trigger_Block_Time/inv3,1/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Release_Trigger_Block_Time/ABS_blocked/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Release_Abort_Time_Button/is_mouse_pressed/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Release_Abort_Time_Button/ABS_blocked/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Release_Trigger_Deblock_Time/is_mouse_pressed/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Release_Trigger_Deblock_Time/inv3,1/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	Release_Trigger_Deblock_Time/ABS_blocked/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
MAbs	INV	changeZoom/is_mouse_pressed/INV	derived	no-sequent	pinned-bpo-omits-plain-type-invariant
